date_string,usd_to_rmb,usd_to_jpy
"2015, Thursday, Sep 17",6.3645,120.9
"2015, Friday, Sep 18",6.3628,119.85
"2015, Monday, Sep 21",6.3676,120.46
"2015, Tuesday, Sep 22",6.375,120.04
"2015, Wednesday, Sep 23",6.3836,120.12
"2015, Thursday, Sep 24",6.3818,119.54
"2015, Friday, Sep 25",6.3737,120.74
"2015, Monday, Sep 28",6.3685,119.82
"2015, Tuesday, Sep 29",6.3621,119.76
"2015, Wednesday, Sep 30",6.3556,119.81
"2015, Thursday, Oct 01",6.3559,119.58
"2015, Friday, Oct 02",6.3559,119.42
"2015, Monday, Oct 05",6.3559,120.36
"2015, Tuesday, Oct 06",6.3559,120.18
"2015, Wednesday, Oct 07",6.3559,119.9
"2015, Thursday, Oct 08",6.3529,119.94
"2015, Friday, Oct 09",6.345,120.3
"2015, Monday, Oct 12",,
"2015, Tuesday, Oct 13",6.3417,119.8
"2015, Wednesday, Oct 14",6.3462,119.21
"2015, Thursday, Oct 15",6.3459,118.26
"2015, Friday, Oct 16",6.3523,119.6
"2015, Monday, Oct 19",6.3591,119.5
"2015, Tuesday, Oct 20",6.348,119.79
"2015, Wednesday, Oct 21",6.3487,119.91
"2015, Thursday, Oct 22",6.3577,120.5
"2015, Friday, Oct 23",6.3488,121.2
"2015, Monday, Oct 26",6.3517,120.87
"2015, Tuesday, Oct 27",6.3517,120.29
"2015, Wednesday, Oct 28",6.3581,120.56
"2015, Thursday, Oct 29",6.3552,121.14
"2015, Friday, Oct 30",6.318,120.7
"2015, Monday, Nov 02",6.318,120.7
"2015, Tuesday, Nov 03",6.318,121.2
"2015, Wednesday, Nov 04",6.3357,121.52
"2015, Thursday, Nov 05",6.318,121.71
"2015, Friday, Nov 06",6.318,123.2
"2015, Monday, Nov 09",6.3619,123.04
"2015, Tuesday, Nov 10",6.3603,123.22
"2015, Wednesday, Nov 11",,
"2015, Thursday, Nov 12",6.369,122.84
"2015, Friday, Nov 13",6.3735,122.93
"2015, Monday, Nov 16",6.37,123.11
"2015, Tuesday, Nov 17",6.3771,123.48
"2015, Wednesday, Nov 18",6.3834,123.51
"2015, Thursday, Nov 19",6.3825,122.71
"2015, Friday, Nov 20",6.3835,122.8
"2015, Monday, Nov 23",6.389,123.02
"2015, Tuesday, Nov 24",6.3883,122.47
"2015, Wednesday, Nov 25",6.3877,122.7
"2015, Thursday, Nov 26",,
"2015, Friday, Nov 27",6.3945,122.84
"2015, Monday, Nov 30",6.3883,123.22
"2015, Tuesday, Dec 01",6.3883,122.88
"2015, Wednesday, Dec 02",6.3883,123.52
"2015, Thursday, Dec 03",6.3883,123.06
"2015, Friday, Dec 04",6.3883,123.1
"2015, Monday, Dec 07",6.4081,123.31
"2015, Tuesday, Dec 08",6.4162,123.0
"2015, Wednesday, Dec 09",6.427,121.86
"2015, Thursday, Dec 10",6.4363,121.44
"2015, Friday, Dec 11",6.4538,120.94
"2015, Monday, Dec 14",6.4588,120.57
"2015, Tuesday, Dec 15",6.46,121.66
"2015, Wednesday, Dec 16",6.4723,121.88
"2015, Thursday, Dec 17",6.4822,122.75
"2015, Friday, Dec 18",6.48,121.2
"2015, Monday, Dec 21",6.4793,120.99
"2015, Tuesday, Dec 22",6.4778,120.94
"2015, Wednesday, Dec 23",6.4763,120.94
"2015, Thursday, Dec 24",6.4758,120.32
"2015, Friday, Dec 25",,
"2015, Monday, Dec 28",6.4778,120.3
"2015, Tuesday, Dec 29",6.4778,120.44
"2015, Wednesday, Dec 30",6.4896,120.6
"2015, Thursday, Dec 31",6.4778,120.27
"2016, Friday, Jan 01",,
"2016, Monday, Jan 04",6.5338,119.3
"2016, Tuesday, Jan 05",6.5219,118.95
"2016, Wednesday, Jan 06",6.5554,118.54
"2016, Thursday, Jan 07",6.5926,118.0
"2016, Friday, Jan 08",6.5932,117.74
"2016, Monday, Jan 11",6.5675,117.48
"2016, Tuesday, Jan 12",6.57,117.78
"2016, Wednesday, Jan 13",6.57,118.06
"2016, Thursday, Jan 14",6.5891,118.03
"2016, Friday, Jan 15",6.584,116.78
"2016, Monday, Jan 18",,
"2016, Tuesday, Jan 19",6.5783,117.66
"2016, Wednesday, Jan 20",6.5781,116.38
"2016, Thursday, Jan 21",6.5794,117.61
"2016, Friday, Jan 22",6.5788,118.37
"2016, Monday, Jan 25",6.579,118.55
"2016, Tuesday, Jan 26",6.5814,118.5
"2016, Wednesday, Jan 27",6.5773,118.9
"2016, Thursday, Jan 28",6.5744,118.61
"2016, Friday, Jan 29",6.5752,121.05
"2016, Monday, Feb 01",6.5778,121.06
"2016, Tuesday, Feb 02",6.5795,120.27
"2016, Wednesday, Feb 03",6.5765,117.92
"2016, Thursday, Feb 04",6.5638,116.75
"2016, Friday, Feb 05",6.571,116.99
"2016, Monday, Feb 08",6.571,115.7
"2016, Tuesday, Feb 09",6.571,114.8
"2016, Wednesday, Feb 10",6.571,114.03
"2016, Thursday, Feb 11",6.571,111.72
"2016, Friday, Feb 12",6.571,112.96
"2016, Monday, Feb 15",,
"2016, Tuesday, Feb 16",6.5154,113.9
"2016, Wednesday, Feb 17",6.527,114.14
"2016, Thursday, Feb 18",6.5163,113.62
"2016, Friday, Feb 19",6.5202,112.42
"2016, Monday, Feb 22",6.5197,113.12
"2016, Tuesday, Feb 23",6.5263,112.17
"2016, Wednesday, Feb 24",6.529,111.36
"2016, Thursday, Feb 25",6.532,112.7
"2016, Friday, Feb 26",6.539,113.78
"2016, Monday, Feb 29",6.5525,112.9
"2016, Tuesday, Mar 01",6.55,113.94
"2016, Wednesday, Mar 02",6.5499,113.81
"2016, Thursday, Mar 03",6.5312,113.53
"2016, Friday, Mar 04",6.5064,113.91
"2016, Monday, Mar 07",6.5155,113.6
"2016, Tuesday, Mar 08",6.5044,112.58
"2016, Wednesday, Mar 09",6.5105,113.06
"2016, Thursday, Mar 10",6.507,113.1
"2016, Friday, Mar 11",6.494,113.66
"2016, Monday, Mar 14",6.4984,113.59
"2016, Tuesday, Mar 15",6.511,112.88
"2016, Wednesday, Mar 16",6.5189,113.69
"2016, Thursday, Mar 17",6.4745,111.3
"2016, Friday, Mar 18",6.4682,111.38
"2016, Monday, Mar 21",6.4812,111.62
"2016, Tuesday, Mar 22",6.4876,111.82
"2016, Wednesday, Mar 23",6.5035,112.63
"2016, Thursday, Mar 24",6.5124,112.64
"2016, Friday, Mar 25",6.5131,113.05
"2016, Monday, Mar 28",6.5051,113.29
"2016, Tuesday, Mar 29",6.5063,113.33
"2016, Wednesday, Mar 30",6.4648,112.6
"2016, Thursday, Mar 31",6.448,112.42
"2016, Friday, Apr 01",6.4776,112.06
"2016, Monday, Apr 04",6.4776,111.18
"2016, Tuesday, Apr 05",6.476,110.26
"2016, Wednesday, Apr 06",6.478,109.63
"2016, Thursday, Apr 07",6.4599,107.98
"2016, Friday, Apr 08",6.4628,108.36
"2016, Monday, Apr 11",6.458,107.96
"2016, Tuesday, Apr 12",6.4639,108.54
"2016, Wednesday, Apr 13",6.4768,109.21
"2016, Thursday, Apr 14",6.481,109.2
"2016, Friday, Apr 15",6.473,108.76
"2016, Monday, Apr 18",6.4717,108.85
"2016, Tuesday, Apr 19",6.4571,109.16
"2016, Wednesday, Apr 20",6.4675,109.51
"2016, Thursday, Apr 21",6.481,109.41
"2016, Friday, Apr 22",6.5004,111.5
"2016, Monday, Apr 25",6.49,111.08
"2016, Tuesday, Apr 26",6.4905,111.23
"2016, Wednesday, Apr 27",6.494,111.26
"2016, Thursday, Apr 28",6.4735,108.55
"2016, Friday, Apr 29",6.4738,106.9
"2016, Monday, May 02",6.4738,106.48
"2016, Tuesday, May 03",6.49,106.34
"2016, Wednesday, May 04",6.4945,107.12
"2016, Thursday, May 05",6.5032,107.32
"2016, Friday, May 06",6.497,106.66
"2016, Monday, May 09",6.514,108.39
"2016, Tuesday, May 10",6.515,109.22
"2016, Wednesday, May 11",6.491,108.48
"2016, Thursday, May 12",6.514,108.73
"2016, Friday, May 13",6.5285,109.14
"2016, Monday, May 16",6.5184,108.89
"2016, Tuesday, May 17",6.517,109.02
"2016, Wednesday, May 18",6.537,109.65
"2016, Thursday, May 19",6.544,109.81
"2016, Friday, May 20",6.5485,110.52
"2016, Monday, May 23",6.5533,109.47
"2016, Tuesday, May 24",6.5552,110.0
"2016, Wednesday, May 25",6.5538,110.22
"2016, Thursday, May 26",6.554,109.74
"2016, Friday, May 27",6.5615,109.86
"2016, Monday, May 30",,
"2016, Tuesday, May 31",6.5798,110.75
"2016, Wednesday, Jun 01",6.5748,109.55
"2016, Thursday, Jun 02",6.5815,108.75
"2016, Friday, Jun 03",6.5638,106.88
"2016, Monday, Jun 06",6.5611,107.33
"2016, Tuesday, Jun 07",6.571,107.3
"2016, Wednesday, Jun 08",6.56,106.68
"2016, Thursday, Jun 09",6.559,106.54
"2016, Friday, Jun 10",6.559,107.06
"2016, Monday, Jun 13",6.5823,106.07
"2016, Tuesday, Jun 14",6.593,106.02
"2016, Wednesday, Jun 15",6.5785,105.87
"2016, Thursday, Jun 16",6.5899,104.05
"2016, Friday, Jun 17",6.5849,104.2
"2016, Monday, Jun 20",6.5768,104.32
"2016, Tuesday, Jun 21",6.5893,104.56
"2016, Wednesday, Jun 22",6.575,104.56
"2016, Thursday, Jun 23",6.574,105.9
"2016, Friday, Jun 24",6.615,102.26
"2016, Monday, Jun 27",6.6481,101.66
"2016, Tuesday, Jun 28",6.645,102.71
"2016, Wednesday, Jun 29",6.635,102.68
"2016, Thursday, Jun 30",6.6459,102.77
"2016, Friday, Jul 01",6.6547,102.55
"2016, Monday, Jul 04",,
"2016, Tuesday, Jul 05",6.677,101.58
"2016, Wednesday, Jul 06",6.69,101.12
"2016, Thursday, Jul 07",6.679,100.74
"2016, Friday, Jul 08",6.6878,100.65
"2016, Monday, Jul 11",6.6917,102.66
"2016, Tuesday, Jul 12",6.686,104.72
"2016, Wednesday, Jul 13",6.6832,104.1
"2016, Thursday, Jul 14",6.6801,105.4
"2016, Friday, Jul 15",6.6865,105.64
"2016, Monday, Jul 18",6.7013,106.0
"2016, Tuesday, Jul 19",6.6931,106.13
"2016, Wednesday, Jul 20",6.676,106.65
"2016, Thursday, Jul 21",6.6735,105.98
"2016, Friday, Jul 22",6.676,106.22
"2016, Monday, Jul 25",6.6783,106.02
"2016, Tuesday, Jul 26",6.669,104.83
"2016, Wednesday, Jul 27",6.668,105.65
"2016, Thursday, Jul 28",6.6538,104.86
"2016, Friday, Jul 29",6.6371,102.32
"2016, Monday, Aug 01",6.6421,102.26
"2016, Tuesday, Aug 02",6.6239,100.82
"2016, Wednesday, Aug 03",6.632,101.34
"2016, Thursday, Aug 04",6.6388,101.08
"2016, Friday, Aug 05",6.653,101.74
"2016, Monday, Aug 08",6.6597,102.53
"2016, Tuesday, Aug 09",6.653,101.96
"2016, Wednesday, Aug 10",6.6345,101.27
"2016, Thursday, Aug 11",6.6274,101.46
"2016, Friday, Aug 12",6.6324,101.01
"2016, Monday, Aug 15",6.637,101.02
"2016, Tuesday, Aug 16",6.624,100.28
"2016, Wednesday, Aug 17",6.6328,100.24
"2016, Thursday, Aug 18",6.6297,100.07
"2016, Friday, Aug 19",6.6515,100.24
"2016, Monday, Aug 22",6.6475,100.25
"2016, Tuesday, Aug 23",6.6378,100.2
"2016, Wednesday, Aug 24",6.6562,100.5
"2016, Thursday, Aug 25",6.656,100.58
"2016, Friday, Aug 26",6.669,101.2
"2016, Monday, Aug 29",6.6775,102.13
"2016, Tuesday, Aug 30",6.6778,102.92
"2016, Wednesday, Aug 31",6.6776,103.38
"2016, Thursday, Sep 01",6.6713,103.22
"2016, Friday, Sep 02",6.679,104.18
"2016, Monday, Sep 05",,
"2016, Tuesday, Sep 06",6.6722,102.28
"2016, Wednesday, Sep 07",6.66,101.72
"2016, Thursday, Sep 08",6.664,102.28
"2016, Friday, Sep 09",6.6778,102.86
"2016, Monday, Sep 12",6.6788,101.96
"2016, Tuesday, Sep 13",6.6782,102.14
"2016, Wednesday, Sep 14",6.6707,102.33
"2016, Thursday, Sep 15",6.6707,102.24
"2016, Friday, Sep 16",6.6707,102.36
"2016, Monday, Sep 19",6.665,101.82
"2016, Tuesday, Sep 20",6.67,101.66
"2016, Wednesday, Sep 21",6.6695,100.62
"2016, Thursday, Sep 22",6.663,100.8
"2016, Friday, Sep 23",6.669,101.04
"2016, Monday, Sep 26",6.6683,100.34
"2016, Tuesday, Sep 27",6.6691,100.36
"2016, Wednesday, Sep 28",6.673,100.57
"2016, Thursday, Sep 29",6.665,101.48
"2016, Friday, Sep 30",6.6685,101.21
"2016, Monday, Oct 03",6.6685,101.54
"2016, Tuesday, Oct 04",6.6685,102.66
"2016, Wednesday, Oct 05",6.6685,103.53
"2016, Thursday, Oct 06",6.6685,104.02
"2016, Friday, Oct 07",6.6685,103.42
"2016, Monday, Oct 10",,
"2016, Tuesday, Oct 11",6.719,103.36
"2016, Wednesday, Oct 12",6.718,104.48
"2016, Thursday, Oct 13",6.7248,103.62
"2016, Friday, Oct 14",6.7277,104.1
"2016, Monday, Oct 17",6.735,103.96
"2016, Tuesday, Oct 18",6.7401,103.8
"2016, Wednesday, Oct 19",6.737,103.3
"2016, Thursday, Oct 20",6.7439,103.92
"2016, Friday, Oct 21",6.7654,103.96
"2016, Monday, Oct 24",6.7728,104.2
"2016, Tuesday, Oct 25",6.778,104.25
"2016, Wednesday, Oct 26",6.7706,104.42
"2016, Thursday, Oct 27",6.7819,105.14
"2016, Friday, Oct 28",6.776,105.4
"2016, Monday, Oct 31",6.7735,105.07
"2016, Tuesday, Nov 01",6.763,104.59
"2016, Wednesday, Nov 02",6.7606,103.22
"2016, Thursday, Nov 03",6.7612,103.17
"2016, Friday, Nov 04",6.7534,103.02
"2016, Monday, Nov 07",6.774,104.6
"2016, Tuesday, Nov 08",6.784,104.98
"2016, Wednesday, Nov 09",6.7769,104.84
"2016, Thursday, Nov 10",6.7987,106.56
"2016, Friday, Nov 11",,
"2016, Monday, Nov 14",6.8447,108.3
"2016, Tuesday, Nov 15",6.8556,108.94
"2016, Wednesday, Nov 16",6.877,109.16
"2016, Thursday, Nov 17",6.8674,109.64
"2016, Friday, Nov 18",6.8873,110.51
"2016, Monday, Nov 21",6.8918,111.12
"2016, Tuesday, Nov 22",6.888,110.98
"2016, Wednesday, Nov 23",6.9195,112.58
"2016, Thursday, Nov 24",,
"2016, Friday, Nov 25",6.9176,113.17
"2016, Monday, Nov 28",6.9055,112.36
"2016, Tuesday, Nov 29",6.8933,112.78
"2016, Wednesday, Nov 30",6.8837,114.34
"2016, Thursday, Dec 01",6.883,114.34
"2016, Friday, Dec 02",6.883,113.76
"2016, Monday, Dec 05",6.8775,114.1
"2016, Tuesday, Dec 06",6.879,113.98
"2016, Wednesday, Dec 07",6.878,113.5
"2016, Thursday, Dec 08",6.8771,114.16
"2016, Friday, Dec 09",6.9042,115.17
"2016, Monday, Dec 12",6.9045,115.34
"2016, Tuesday, Dec 13",6.8984,115.26
"2016, Wednesday, Dec 14",6.9025,115.06
"2016, Thursday, Dec 15",6.941,118.32
"2016, Friday, Dec 16",6.958,117.74
"2016, Monday, Dec 19",6.9506,116.6
"2016, Tuesday, Dec 20",6.947,117.86
"2016, Wednesday, Dec 21",6.939,117.79
"2016, Thursday, Dec 22",6.9473,117.48
"2016, Friday, Dec 23",6.9432,117.22
"2016, Monday, Dec 26",,
"2016, Tuesday, Dec 27",6.9491,117.52
"2016, Wednesday, Dec 28",6.9559,117.66
"2016, Thursday, Dec 29",6.9535,116.32
"2016, Friday, Dec 30",6.943,116.78
"2017, Monday, Jan 02",,
"2017, Tuesday, Jan 03",6.9575,117.68
"2017, Wednesday, Jan 04",6.9322,117.38
"2017, Thursday, Jan 05",6.887,115.46
"2017, Friday, Jan 06",6.9176,116.85
"2017, Monday, Jan 09",6.935,116.07
"2017, Tuesday, Jan 10",6.918,115.74
"2017, Wednesday, Jan 11",6.9365,116.26
"2017, Thursday, Jan 12",6.889,113.87
"2017, Friday, Jan 13",6.8985,115.03
"2017, Monday, Jan 16",,
"2017, Tuesday, Jan 17",6.852,112.96
"2017, Wednesday, Jan 18",6.836,113.4
"2017, Thursday, Jan 19",6.868,115.3
"2017, Friday, Jan 20",,
"2017, Monday, Jan 23",6.8514,112.9
"2017, Tuesday, Jan 24",6.8555,113.63
"2017, Wednesday, Jan 25",6.8812,113.6
"2017, Thursday, Jan 26",6.8768,114.7
"2017, Friday, Jan 27",6.8768,115.16
"2017, Monday, Jan 30",6.8768,113.86
"2017, Tuesday, Jan 31",6.8768,112.72
"2017, Wednesday, Feb 01",6.8768,113.29
"2017, Thursday, Feb 02",6.8768,112.48
"2017, Friday, Feb 03",6.865,112.42
"2017, Monday, Feb 06",6.86,112.32
"2017, Tuesday, Feb 07",6.8821,112.14
"2017, Wednesday, Feb 08",6.87,111.74
"2017, Thursday, Feb 09",6.866,113.24
"2017, Friday, Feb 10",6.8775,113.22
"2017, Monday, Feb 13",6.8776,113.79
"2017, Tuesday, Feb 14",6.8649,114.34
"2017, Wednesday, Feb 15",6.8685,114.17
"2017, Thursday, Feb 16",6.8517,113.36
"2017, Friday, Feb 17",6.864,112.86
"2017, Monday, Feb 20",,
"2017, Tuesday, Feb 21",6.881,113.48
"2017, Wednesday, Feb 22",6.8765,113.46
"2017, Thursday, Feb 23",6.8622,112.68
"2017, Friday, Feb 24",6.8645,112.26
"2017, Monday, Feb 27",6.8675,112.01
"2017, Tuesday, Feb 28",6.8665,112.06
"2017, Wednesday, Mar 01",6.8794,113.66
"2017, Thursday, Mar 02",6.8868,114.45
"2017, Friday, Mar 03",6.8954,114.6
"2017, Monday, Mar 06",6.8955,113.92
"2017, Tuesday, Mar 07",6.9,113.99
"2017, Wednesday, Mar 08",6.9113,114.58
"2017, Thursday, Mar 09",6.9086,114.71
"2017, Friday, Mar 10",6.905,115.02
"2017, Monday, Mar 13",6.905,114.61
"2017, Tuesday, Mar 14",6.913,114.63
"2017, Wednesday, Mar 15",6.9132,114.66
"2017, Thursday, Mar 16",6.913,113.02
"2017, Friday, Mar 17",6.9,112.67
"2017, Monday, Mar 20",6.905,112.59
"2017, Tuesday, Mar 21",6.883,111.9
"2017, Wednesday, Mar 22",6.8785,111.06
"2017, Thursday, Mar 23",6.8843,111.12
"2017, Friday, Mar 24",6.8803,111.03
"2017, Monday, Mar 27",6.8687,110.48
"2017, Tuesday, Mar 28",6.8779,110.56
"2017, Wednesday, Mar 29",6.8879,111.05
"2017, Thursday, Mar 30",6.887,111.36
"2017, Friday, Mar 31",6.8832,111.41
"2017, Monday, Apr 03",6.8832,110.96
"2017, Tuesday, Apr 04",6.8832,110.74
"2017, Wednesday, Apr 05",6.892,111.2
"2017, Thursday, Apr 06",6.8955,111.02
"2017, Friday, Apr 07",6.8978,110.76
"2017, Monday, Apr 10",6.8988,110.95
"2017, Tuesday, Apr 11",6.8893,109.74
"2017, Wednesday, Apr 12",6.889,109.54
"2017, Thursday, Apr 13",6.8865,109.23
"2017, Friday, Apr 14",6.8835,108.63
"2017, Monday, Apr 17",6.88,108.46
"2017, Tuesday, Apr 18",6.8778,108.4
"2017, Wednesday, Apr 19",6.886,109.06
"2017, Thursday, Apr 20",6.88,109.34
"2017, Friday, Apr 21",6.8845,109.08
"2017, Monday, Apr 24",6.884,109.74
"2017, Tuesday, Apr 25",6.8824,110.88
"2017, Wednesday, Apr 26",6.8918,111.52
"2017, Thursday, Apr 27",6.8958,111.13
"2017, Friday, Apr 28",6.89,111.44
"2017, Monday, May 01",6.89,111.78
"2017, Tuesday, May 02",6.8949,112.06
"2017, Wednesday, May 03",6.8968,112.34
"2017, Thursday, May 04",6.8959,112.7
"2017, Friday, May 05",6.9021,112.63
"2017, Monday, May 08",6.904,112.84
"2017, Tuesday, May 09",6.906,114.19
"2017, Wednesday, May 10",6.9011,114.02
"2017, Thursday, May 11",6.9033,113.77
"2017, Friday, May 12",6.8972,113.3
"2017, Monday, May 15",6.89,113.54
"2017, Tuesday, May 16",6.884,113.24
"2017, Wednesday, May 17",6.8773,111.46
"2017, Thursday, May 18",6.888,110.82
"2017, Friday, May 19",6.883,111.47
"2017, Monday, May 22",6.8828,111.15
"2017, Tuesday, May 23",6.888,111.64
"2017, Wednesday, May 24",6.8883,112.02
"2017, Thursday, May 25",6.8672,111.7
"2017, Friday, May 26",6.8525,111.3
"2017, Monday, May 29",,
"2017, Tuesday, May 30",6.8525,110.68
"2017, Wednesday, May 31",6.8098,110.71
"2017, Thursday, Jun 01",6.8029,111.24
"2017, Friday, Jun 02",6.8085,110.49
"2017, Monday, Jun 05",6.803,110.49
"2017, Tuesday, Jun 06",6.7945,109.34
"2017, Wednesday, Jun 07",6.7935,109.54
"2017, Thursday, Jun 08",6.799,110.1
"2017, Friday, Jun 09",6.797,110.61
"2017, Monday, Jun 12",6.7974,109.72
"2017, Tuesday, Jun 13",6.7981,110.12
"2017, Wednesday, Jun 14",6.7888,109.16
"2017, Thursday, Jun 15",6.8061,110.66
"2017, Friday, Jun 16",6.8097,110.84
"2017, Monday, Jun 19",6.818,111.34
"2017, Tuesday, Jun 20",6.8285,111.46
"2017, Wednesday, Jun 21",6.8275,111.58
"2017, Thursday, Jun 22",6.8275,111.36
"2017, Friday, Jun 23",6.8345,111.26
"2017, Monday, Jun 26",6.8382,111.48
"2017, Tuesday, Jun 27",6.81,112.42
"2017, Wednesday, Jun 28",6.7984,112.18
"2017, Thursday, Jun 29",6.784,112.32
"2017, Friday, Jun 30",6.7793,112.4
"2017, Monday, Jul 03",6.7984,113.32
"2017, Tuesday, Jul 04",,
"2017, Wednesday, Jul 05",6.7995,113.2
"2017, Thursday, Jul 06",6.799,113.28
"2017, Friday, Jul 07",6.8039,114.1
"2017, Monday, Jul 10",6.8026,114.08
"2017, Tuesday, Jul 11",6.801,114.2
"2017, Wednesday, Jul 12",6.7865,113.19
"2017, Thursday, Jul 13",6.7825,113.39
"2017, Friday, Jul 14",6.7741,112.66
"2017, Monday, Jul 17",6.769,112.76
"2017, Tuesday, Jul 18",6.7451,111.89
"2017, Wednesday, Jul 19",6.7511,111.77
"2017, Thursday, Jul 20",6.757,111.68
"2017, Friday, Jul 21",6.7663,111.18
"2017, Monday, Jul 24",6.7488,111.1
"2017, Tuesday, Jul 25",6.7495,111.57
"2017, Wednesday, Jul 26",6.753,112.1
"2017, Thursday, Jul 27",6.741,111.62
"2017, Friday, Jul 28",6.7362,110.87
"2017, Monday, Jul 31",6.724,110.38
"2017, Tuesday, Aug 01",6.717,110.33
"2017, Wednesday, Aug 02",6.72,110.43
"2017, Thursday, Aug 03",6.715,110.12
"2017, Friday, Aug 04",6.7272,110.76
"2017, Monday, Aug 07",6.7207,110.76
"2017, Tuesday, Aug 08",6.7049,110.74
"2017, Wednesday, Aug 09",6.672,110.04
"2017, Thursday, Aug 10",6.646,109.37
"2017, Friday, Aug 11",6.6612,109.06
"2017, Monday, Aug 14",6.6695,109.48
"2017, Tuesday, Aug 15",6.6845,110.42
"2017, Wednesday, Aug 16",6.69,110.8
"2017, Thursday, Aug 17",6.673,109.88
"2017, Friday, Aug 18",6.67,109.32
"2017, Monday, Aug 21",6.663,108.89
"2017, Tuesday, Aug 22",6.66,109.4
"2017, Wednesday, Aug 23",6.6569,109.14
"2017, Thursday, Aug 24",6.66,109.34
"2017, Friday, Aug 25",6.6465,109.24
"2017, Monday, Aug 28",6.6084,109.22
"2017, Tuesday, Aug 29",6.5945,109.02
"2017, Wednesday, Aug 30",6.5918,110.2
"2017, Thursday, Aug 31",6.5888,110.06
"2017, Friday, Sep 01",6.5552,110.09
"2017, Monday, Sep 04",,
"2017, Tuesday, Sep 05",6.5345,108.94
"2017, Wednesday, Sep 06",6.5221,108.75
"2017, Thursday, Sep 07",6.483,108.26
"2017, Friday, Sep 08",6.4773,107.72
"2017, Monday, Sep 11",6.5254,109.03
"2017, Tuesday, Sep 12",6.5334,110.01
"2017, Wednesday, Sep 13",6.54,110.58
"2017, Thursday, Sep 14",6.552,110.66
"2017, Friday, Sep 15",6.55,110.84
"2017, Monday, Sep 18",6.5725,111.48
"2017, Tuesday, Sep 19",6.58,111.49
"2017, Wednesday, Sep 20",6.57,111.5
"2017, Thursday, Sep 21",6.5861,112.3
"2017, Friday, Sep 22",6.5899,112.01
"2017, Monday, Sep 25",6.6189,111.64
"2017, Tuesday, Sep 26",6.6371,112.16
"2017, Wednesday, Sep 27",6.64,112.76
"2017, Thursday, Sep 28",6.6591,112.66
"2017, Friday, Sep 29",6.6533,112.64
"2017, Monday, Oct 02",6.6533,112.6
"2017, Tuesday, Oct 03",6.6533,112.8
"2017, Wednesday, Oct 04",6.6533,112.84
"2017, Thursday, Oct 05",6.6533,112.74
"2017, Friday, Oct 06",6.6533,112.68
"2017, Monday, Oct 09",,
"2017, Tuesday, Oct 10",6.5712,112.15
"2017, Wednesday, Oct 11",6.587,112.35
"2017, Thursday, Oct 12",6.5855,112.38
"2017, Friday, Oct 13",6.5785,111.94
"2017, Monday, Oct 16",6.5885,111.72
"2017, Tuesday, Oct 17",6.622,112.32
"2017, Wednesday, Oct 18",6.625,112.94
"2017, Thursday, Oct 19",6.6126,112.54
"2017, Friday, Oct 20",6.6185,113.5
"2017, Monday, Oct 23",6.638,113.66
"2017, Tuesday, Oct 24",6.6335,113.92
"2017, Wednesday, Oct 25",6.635,113.7
"2017, Thursday, Oct 26",6.6392,113.72
"2017, Friday, Oct 27",6.6498,113.82
"2017, Monday, Oct 30",6.6498,113.26
"2017, Tuesday, Oct 31",6.6328,113.63
"2017, Wednesday, Nov 01",6.6018,114.04
"2017, Thursday, Nov 02",6.6068,113.84
"2017, Friday, Nov 03",6.636,114.25
"2017, Monday, Nov 06",6.6311,113.9
"2017, Tuesday, Nov 07",6.638,113.9
"2017, Wednesday, Nov 08",6.6249,113.62
"2017, Thursday, Nov 09",6.6378,113.4
"2017, Friday, Nov 10",,
"2017, Monday, Nov 13",6.6385,113.62
"2017, Tuesday, Nov 14",6.635,113.5
"2017, Wednesday, Nov 15",6.62,113.15
"2017, Thursday, Nov 16",6.6273,112.89
"2017, Friday, Nov 17",6.6245,111.98
"2017, Monday, Nov 20",6.6245,112.49
"2017, Tuesday, Nov 21",6.6265,112.46
"2017, Wednesday, Nov 22",6.6086,111.62
"2017, Thursday, Nov 23",,
"2017, Friday, Nov 24",6.5998,111.54
"2017, Monday, Nov 27",6.5967,111.0
"2017, Tuesday, Nov 28",6.6044,111.13
"2017, Wednesday, Nov 29",6.6091,111.75
"2017, Thursday, Nov 30",6.609,112.3
"2017, Friday, Dec 01",6.6137,111.88
"2017, Monday, Dec 04",6.6185,112.8
"2017, Tuesday, Dec 05",6.617,112.76
"2017, Wednesday, Dec 06",6.6136,112.32
"2017, Thursday, Dec 07",6.6173,112.7
"2017, Friday, Dec 08",6.6199,113.55
"2017, Monday, Dec 11",6.6175,113.34
